time,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10,in_pm10_Seasonal_Trend
2020-11-01 00:00:00+00:00,15.0,20.0,24.0,19.216666666666665,16.946745266116174
2020-11-01 01:00:00+00:00,17.0,21.0,29.0,18.816666666666663,17.324723364876878
2020-11-01 02:00:00+00:00,17.0,21.0,17.0,18.95,17.620938652647844
2020-11-01 03:00:00+00:00,17.0,20.0,15.0,17.6,18.140735183098354
2020-11-01 04:00:00+00:00,15.0,20.0,15.0,15.6,18.519581453481244
2020-11-01 05:00:00+00:00,14.0,17.0,14.0,19.03333333333333,18.210261809047243
2020-11-01 06:00:00+00:00,17.0,22.0,53.0,20.0,17.887014270732198
2020-11-01 07:00:00+00:00,17.0,22.0,55.0,17.15,17.82769764706857
2020-11-01 08:00:00+00:00,15.0,19.0,38.0,16.983333333333334,18.06043765059118
2020-11-01 09:00:00+00:00,14.0,19.0,40.0,18.616666666666667,18.425700557409762
2020-11-01 10:00:00+00:00,17.0,20.0,43.0,19.183333333333334,18.46454470690788
2020-11-01 11:00:00+00:00,18.0,21.0,37.0,18.683333333333334,18.512438596338388
2020-11-01 12:00:00+00:00,17.0,21.0,42.0,18.266666666666666,20.562642761428197
2020-11-01 13:00:00+00:00,15.0,20.0,51.0,20.28333333333333,23.837014270732197
2020-11-01 14:00:00+00:00,14.0,29.0,61.0,31.6,29.091983361354288
2020-11-01 15:00:00+00:00,26.0,37.0,110.0,40.333333333333336,34.27075511090864
2020-11-01 16:00:00+00:00,35.0,47.0,133.0,55.48333333333333,39.42570055740976
2020-11-01 17:00:00+00:00,47.0,66.0,138.0,55.388888888888886,44.85025899262216
2020-11-01 18:00:00+00:00,63.0,75.0,142.0,55.29444444444444,49.832279866179654
2020-11-01 19:00:00+00:00,74.0,88.0,141.0,55.2,53.1626427614282
2020-11-01 20:00:00+00:00,85.0,93.0,154.0,55.105555555555554,55.18463331835124
2020-11-01 21:00:00+00:00,91.0,98.0,158.0,55.01111111111111,55.07849129786222
2020-11-01 22:00:00+00:00,92.0,98.0,158.0,54.91666666666666,54.990596380749906
2020-11-01 23:00:00+00:00,88.0,97.0,162.0,54.82222222222222,54.82093865264786
2020-11-02 00:00:00+00:00,69.0,90.0,72.0,54.727777777777774,54.09073518309835
2020-11-02 01:00:00+00:00,58.0,71.0,66.0,54.63333333333333,52.53420133652219
2020-11-02 02:00:00+00:00,49.0,61.0,97.0,49.05,50.287580104786585
2020-11-02 03:00:00+00:00,45.0,53.0,111.0,44.1578947368421,47.44528494742392
2020-11-02 04:00:00+00:00,41.0,48.0,117.0,39.38333333333333,44.44946038725236
2020-11-02 05:00:00+00:00,34.0,43.0,0.0,35.45,41.57823213680672
2020-11-02 06:00:00+00:00,33.0,38.0,0.0,33.93333333333333,38.06730456743483
2020-11-02 07:00:00+00:00,32.0,36.0,14.0,34.583333333333336,33.158529669313886
2020-11-02 08:00:00+00:00,32.0,38.0,10.0,30.58333333333333,27.893390977290768
2020-11-02 09:00:00+00:00,23.0,38.0,0.0,13.65,22.945976094761527
2020-11-02 10:00:00+00:00,7.0,24.0,40.0,7.25,18.244157127875052
2020-11-02 11:00:00+00:00,6.0,9.0,0.0,4.85,13.777697647068575
2020-11-02 12:00:00+00:00,3.0,8.0,0.0,2.966666666666667,9.21043765059118
2020-11-02 13:00:00+00:00,2.0,4.0,0.0,2.75,5.201891033600242
2020-11-02 14:00:00+00:00,2.0,4.0,47.0,2.566666666666667,3.828830421193593
2020-11-02 15:00:00+00:00,2.0,3.0,0.0,3.05,3.669581453481249
2020-11-02 16:00:00+00:00,2.0,4.0,117.0,3.0,4.460261809047245
2020-11-02 17:00:00+00:00,2.0,4.0,231.0,6.083333333333333,5.796538080256006
2020-11-02 18:00:00+00:00,2.0,10.0,339.0,10.483333333333333,7.453888123259051
2020-11-02 19:00:00+00:00,9.0,12.0,296.0,12.75,8.703294793448324
2020-11-02 20:00:00+00:00,10.0,15.0,297.0,14.433333333333334,9.316176747885956
2020-11-02 21:00:00+00:00,12.0,16.0,415.0,11.266666666666667,10.0383542307174
2020-11-02 22:00:00+00:00,8.0,15.0,176.0,7.866666666666666,9.841010024909822
2020-11-02 23:00:00+00:00,6.0,10.0,196.0,7.016666666666667,9.072166570952007
2020-11-03 00:00:00+00:00,6.0,9.0,150.0,4.65,7.953680937398864
2020-11-03 01:00:00+00:00,4.0,6.0,115.0,5.2,6.556770328772837
2020-11-03 02:00:00+00:00,5.0,7.0,0.0,5.35,5.57760557039068
2020-11-03 03:00:00+00:00,4.0,7.0,0.0,4.7368421052631575,4.976201810542597
2020-11-03 04:00:00+00:00,4.0,6.0,0.0,4.366666666666666,4.800760245754997
2020-11-03 05:00:00+00:00,4.0,5.0,69.0,4.183333333333334,4.836749373280749
2020-11-03 06:00:00+00:00,4.0,5.0,69.0,4.75,4.856001157418173
2020-11-03 07:00:00+00:00,4.0,6.0,94.0,4.85,4.897039333388838
2020-11-03 08:00:00+00:00,4.0,6.0,287.0,5.433333333333334,5.034840504211432
