time,in_co2,in_humi,in_temp,in_voc,Y_pm10,in_pm10_Seasonal_Trend
2021-01-01 00:00:00+00:00,292.15,27.98333333333333,4.081833333333333,286.51666666666665,13.216666666666669,12.960403161789584
2021-01-01 01:00:00+00:00,291.06666666666666,28.0,4.0216666666666665,281.26666666666665,11.316666666666666,12.530596640716695
2021-01-01 02:00:00+00:00,292.1,28.0,3.963333333333333,277.5833333333333,11.75438596491228,12.240885181230512
2021-01-01 03:00:00+00:00,295.49122807017545,28.0,3.8456140350877193,275.7543859649123,10.966666666666669,12.159162901535675
2021-01-01 04:00:00+00:00,294.56666666666666,28.0,3.768333333333333,247.86666666666667,10.9,11.932941175110425
2021-01-01 05:00:00+00:00,299.4166666666667,28.0,3.7066666666666666,284.76666666666665,11.933333333333334,11.875651561393436
2021-01-01 06:00:00+00:00,310.2,28.0,3.73,316.26666666666665,12.583333333333334,12.085697724088336
2021-01-01 07:00:00+00:00,316.26666666666665,28.0,3.643333333333333,318.5,13.316666666666666,12.302633738230684
2021-01-01 08:00:00+00:00,321.1,28.35,3.631666666666667,317.53333333333336,12.916666666666666,12.489493883824462
2021-01-01 09:00:00+00:00,322.6,28.883333333333333,3.7066666666666666,294.6333333333333,13.45,12.70930623386209
2021-01-01 10:00:00+00:00,322.3833333333333,29.0,4.127833333333333,379.81666666666666,13.283333333333331,12.934726811310112
2021-01-01 11:00:00+00:00,321.0,29.0,4.817166666666666,409.6666666666667,12.466666666666669,13.01564794202772
2021-01-01 12:00:00+00:00,312.51666666666665,29.0,5.598333333333333,474.4,12.083333333333334,12.896453566405969
2021-01-01 13:00:00+00:00,299.03333333333336,29.03333333333333,6.076666666666667,479.6166666666667,12.733333333333333,12.775547348148486
2021-01-01 14:00:00+00:00,291.51666666666665,29.166666666666668,6.046666666666667,468.8666666666667,12.983333333333333,12.521681357278304
2021-01-01 15:00:00+00:00,287.1333333333333,30.0,5.895,419.23333333333335,12.2,12.125208169538748
2021-01-01 16:00:00+00:00,286.2333333333333,30.0,5.756666666666666,418.28333333333336,11.85,12.102163376719234
2021-01-01 17:00:00+00:00,288.03333333333336,30.0,5.833333333333333,351.8,11.516666666666667,12.61567919226249
2021-01-01 18:00:00+00:00,288.53333333333336,30.0,6.306666666666667,245.41666666666663,12.333333333333334,13.170409846789621
2021-01-01 19:00:00+00:00,293.45,30.58333333333333,6.391666666666667,250.05,14.25,13.46788213783454
2021-01-01 20:00:00+00:00,300.8,31.0,6.420000000000001,280.0833333333333,16.2,13.989833062434199
2021-01-01 21:00:00+00:00,305.35,31.55,5.876666666666667,411.31666666666666,15.566666666666666,14.650252785849732
2021-01-01 22:00:00+00:00,300.55,31.28333333333333,5.485,431.75,15.983333333333333,14.934731979062558
2021-01-01 23:00:00+00:00,295.8333333333333,31.0,5.34,387.0833333333333,16.65,14.880734805290661
2021-01-02 00:00:00+00:00,291.05,30.633333333333333,5.069,345.26666666666665,14.516666666666667,14.550265658427906
2021-01-02 01:00:00+00:00,286.3333333333333,29.916666666666668,4.864999999999999,288.5833333333333,11.983333333333333,13.69785345581218
2021-01-02 02:00:00+00:00,282.3833333333333,29.23333333333333,4.558166666666667,229.9333333333333,10.508771929824562,12.716754318285668
2021-01-02 03:00:00+00:00,280.6140350877193,29.0,4.46,192.52631578947367,9.816666666666666,11.514895719075803
2021-01-02 04:00:00+00:00,279.15,28.98333333333333,4.205,174.53333333333333,9.2,10.075315442491336
2021-01-02 05:00:00+00:00,278.56666666666666,28.416666666666668,4.0248333333333335,151.9,7.7,8.743127969037495
2021-01-02 06:00:00+00:00,277.6666666666667,28.0,3.826666666666666,138.46666666666667,6.75,7.877226033360835
2021-01-02 07:00:00+00:00,277.56666666666666,28.0,3.608333333333333,133.35,6.2,7.496631573214873
2021-01-02 08:00:00+00:00,279.93333333333334,27.98333333333333,3.4916666666666667,118.96666666666668,5.95,7.248981275361052
2021-01-02 09:00:00+00:00,280.43333333333334,27.4,3.57,100.6,6.416666666666667,7.110739280691684
2021-01-02 10:00:00+00:00,280.43333333333334,27.0,4.032666666666667,91.38333333333334,7.666666666666667,7.504118776719913
2021-01-02 11:00:00+00:00,278.0833333333333,27.0,4.518833333333333,73.26666666666667,8.733333333333333,8.1669194525164
2021-01-02 12:00:00+00:00,272.75,26.8,5.208666666666667,104.61666666666666,10.583333333333334,8.94663674096732
2021-01-02 13:00:00+00:00,269.7,25.98333333333333,5.305000000000001,95.85,11.566666666666666,10.111687186243044
2021-01-02 14:00:00+00:00,269.4833333333333,25.98333333333333,5.126666666666667,74.1,12.666666666666666,11.539488716072016
2021-01-02 15:00:00+00:00,268.3333333333333,26.0,5.587833333333333,84.81666666666666,14.133333333333333,12.706124132503911
2021-01-02 16:00:00+00:00,265.46666666666664,25.966666666666665,6.0216666666666665,85.93333333333334,14.983333333333333,13.703596423548825
2021-01-02 17:00:00+00:00,267.8666666666667,26.0,5.77,107.13333333333334,15.416666666666666,14.435071157672295
2021-01-02 18:00:00+00:00,272.43333333333334,26.266666666666666,5.192666666666667,85.63333333333334,16.216666666666665,15.164538500135446
2021-01-02 19:00:00+00:00,276.3666666666667,26.916666666666668,4.781166666666667,64.8,15.833333333333334,15.763303407633986
2021-01-02 20:00:00+00:00,278.5,26.95,4.595,58.96666666666667,16.85,16.428353852909705
2021-01-02 21:00:00+00:00,278.81666666666666,26.6,4.496333333333334,53.23333333333333,17.866666666666667,17.16567919226249
2021-01-02 22:00:00+00:00,279.95,26.316666666666663,4.305000000000001,45.63333333333333,18.816666666666663,17.341838418218195
