time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-11-01 00:00:00+00:00,27.05,24.0,30.0,42.0,25.53333333333333
2020-11-01 01:00:00+00:00,25.53333333333333,24.0,29.0,36.0,23.610169491525426
2020-11-01 02:00:00+00:00,23.610169491525426,21.0,27.0,0.0,21.766666666666666
2020-11-01 03:00:00+00:00,21.766666666666666,20.0,25.0,3.0,20.15254237288136
2020-11-01 04:00:00+00:00,20.15254237288136,18.0,22.0,5.0,18.85
2020-11-01 05:00:00+00:00,18.85,17.0,21.0,11.0,18.23333333333333
2020-11-01 06:00:00+00:00,18.23333333333333,16.0,21.0,8.0,18.58333333333333
2020-11-01 07:00:00+00:00,18.58333333333333,16.0,22.0,7.0,25.6
2020-11-01 08:00:00+00:00,25.6,21.0,31.0,10.0,29.216666666666665
2020-11-01 09:00:00+00:00,29.216666666666665,25.0,34.0,18.0,26.516666666666666
2020-11-01 10:00:00+00:00,26.516666666666666,22.0,34.0,48.0,21.383333333333333
2020-11-01 11:00:00+00:00,21.383333333333333,18.0,24.0,57.0,20.1
2020-11-01 12:00:00+00:00,20.1,18.0,22.0,65.0,20.25
2020-11-01 13:00:00+00:00,20.25,19.0,22.0,61.0,19.135593220338983
2020-11-01 14:00:00+00:00,19.135593220338983,17.0,22.0,0.0,18.933333333333334
2020-11-01 15:00:00+00:00,18.933333333333334,18.0,22.0,3.0,18.65
2020-11-01 16:00:00+00:00,18.65,16.0,21.0,8.0,13.683333333333334
2020-11-01 17:00:00+00:00,13.683333333333334,11.0,17.0,5.0,10.1
2020-11-01 18:00:00+00:00,10.1,9.0,12.0,8.0,8.833333333333334
2020-11-01 19:00:00+00:00,8.833333333333334,7.0,10.0,11.0,7.883333333333334
2020-11-01 20:00:00+00:00,7.883333333333334,7.0,9.0,11.0,8.933333333333334
2020-11-01 21:00:00+00:00,8.933333333333334,8.0,11.0,11.0,11.266666666666667
2020-11-01 22:00:00+00:00,11.266666666666667,10.0,13.0,14.0,13.383333333333333
2020-11-01 23:00:00+00:00,13.383333333333333,12.0,15.0,17.0,15.133333333333333
2020-11-02 00:00:00+00:00,15.133333333333333,13.0,18.0,24.0,19.066666666666663
2020-11-02 01:00:00+00:00,19.066666666666663,16.0,24.0,21.0,23.38983050847457
2020-11-02 02:00:00+00:00,23.38983050847457,20.0,26.0,0.0,24.53333333333333
2020-11-02 03:00:00+00:00,24.53333333333333,22.0,26.0,3.0,23.05084745762712
2020-11-02 04:00:00+00:00,23.05084745762712,20.0,27.0,4.0,21.83333333333333
2020-11-02 05:00:00+00:00,21.83333333333333,19.0,24.0,4.0,26.066666666666663
2020-11-02 06:00:00+00:00,26.066666666666663,21.0,35.0,1.0,33.25
2020-11-02 07:00:00+00:00,33.25,30.0,36.0,3.0,32.81666666666667
2020-11-02 08:00:00+00:00,32.81666666666667,28.0,40.0,4.0,41.86666666666667
2020-11-02 09:00:00+00:00,41.86666666666667,33.0,52.0,790.0,47.75
2020-11-02 10:00:00+00:00,47.75,28.0,66.0,261.0,28.666666666666668
2020-11-02 11:00:00+00:00,28.666666666666668,20.0,40.0,74.0,24.83333333333333
2020-11-02 12:00:00+00:00,24.83333333333333,18.0,39.0,0.0,20.45
2020-11-02 13:00:00+00:00,20.45,15.0,31.0,1.0,18.661016949152543
2020-11-02 14:00:00+00:00,18.661016949152543,6.0,34.0,0.0,7.233333333333333
2020-11-02 15:00:00+00:00,7.233333333333333,5.0,9.0,1.0,6.4
2020-11-02 16:00:00+00:00,6.4,4.0,8.0,32.0,5.566666666666666
2020-11-02 17:00:00+00:00,5.566666666666666,3.0,7.0,214.0,6.4
2020-11-02 18:00:00+00:00,6.4,5.0,9.0,368.0,7.5
2020-11-02 19:00:00+00:00,7.5,4.0,10.0,400.0,13.216666666666669
2020-11-02 20:00:00+00:00,13.216666666666669,9.0,16.0,382.0,13.2
2020-11-02 21:00:00+00:00,13.2,11.0,15.0,364.0,12.633333333333333
2020-11-02 22:00:00+00:00,12.633333333333333,11.0,15.0,336.0,10.733333333333333
2020-11-02 23:00:00+00:00,10.733333333333333,8.0,13.0,326.0,9.416666666666666
2020-11-03 00:00:00+00:00,9.416666666666666,8.0,12.0,334.0,7.483333333333333
2020-11-03 01:00:00+00:00,7.483333333333333,5.0,11.0,340.0,5.203389830508475
2020-11-03 02:00:00+00:00,5.203389830508475,4.0,7.0,0.0,4.423728813559322
