time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-11-01 00:00:00+00:00,26.916666666666668,23.0,32.0,4.0,24.85
2020-11-01 01:00:00+00:00,24.85,21.0,29.0,5.0,22.83050847457627
2020-11-01 02:00:00+00:00,22.83050847457627,20.0,29.0,0.0,21.694915254237287
2020-11-01 03:00:00+00:00,21.694915254237287,20.0,25.0,2.0,20.08333333333333
2020-11-01 04:00:00+00:00,20.08333333333333,18.0,23.0,13.0,18.95
2020-11-01 05:00:00+00:00,18.95,17.0,24.0,22.0,17.633333333333333
2020-11-01 06:00:00+00:00,17.633333333333333,15.0,21.0,24.0,17.5
2020-11-01 07:00:00+00:00,17.5,16.0,21.0,24.0,23.916666666666668
2020-11-01 08:00:00+00:00,23.916666666666668,19.0,29.0,27.0,28.58333333333333
2020-11-01 09:00:00+00:00,28.58333333333333,23.0,34.0,37.0,25.933333333333334
2020-11-01 10:00:00+00:00,25.933333333333334,20.0,33.0,59.0,21.616666666666667
2020-11-01 11:00:00+00:00,21.616666666666667,19.0,26.0,59.0,19.883333333333333
2020-11-01 12:00:00+00:00,19.883333333333333,18.0,24.0,64.0,19.58333333333333
2020-11-01 13:00:00+00:00,19.58333333333333,17.0,23.0,64.0,21.8135593220339
2020-11-01 14:00:00+00:00,21.8135593220339,18.0,25.0,0.0,22.2
2020-11-01 15:00:00+00:00,22.2,21.0,25.0,2.0,21.016666666666666
2020-11-01 16:00:00+00:00,21.016666666666666,18.0,25.0,6.0,15.383333333333333
2020-11-01 17:00:00+00:00,15.383333333333333,12.0,21.0,7.0,11.95
2020-11-01 18:00:00+00:00,11.95,11.0,14.0,11.0,11.033333333333331
2020-11-01 19:00:00+00:00,11.033333333333331,10.0,13.0,3.0,10.4
2020-11-01 20:00:00+00:00,10.4,10.0,12.0,9.0,11.65
2020-11-01 21:00:00+00:00,11.65,10.0,15.0,10.0,14.4
2020-11-01 22:00:00+00:00,14.4,12.0,18.0,14.0,16.6
2020-11-01 23:00:00+00:00,16.6,15.0,21.0,12.0,19.666666666666668
2020-11-02 00:00:00+00:00,19.666666666666668,17.0,24.0,12.0,26.066666666666663
2020-11-02 01:00:00+00:00,26.066666666666663,20.0,33.0,4.0,31.79661016949153
2020-11-02 02:00:00+00:00,31.79661016949153,27.0,37.0,0.0,32.0
2020-11-02 03:00:00+00:00,32.0,25.0,36.0,1.0,28.883333333333333
2020-11-02 04:00:00+00:00,28.883333333333333,25.0,37.0,2.0,29.3
2020-11-02 05:00:00+00:00,29.3,20.0,36.0,5.0,31.516666666666666
2020-11-02 06:00:00+00:00,31.516666666666666,23.0,40.0,0.0,35.61666666666667
2020-11-02 07:00:00+00:00,35.61666666666667,28.0,43.0,1.0,29.23333333333333
2020-11-02 08:00:00+00:00,29.23333333333333,18.0,36.0,8.0,38.73333333333333
2020-11-02 09:00:00+00:00,38.73333333333333,27.0,47.0,532.0,38.833333333333336
2020-11-02 10:00:00+00:00,38.833333333333336,23.0,47.0,37.0,25.933333333333334
2020-11-02 11:00:00+00:00,25.933333333333334,16.0,47.0,2.0,16.8
2020-11-02 12:00:00+00:00,16.8,7.0,27.0,0.0,14.833333333333334
2020-11-02 13:00:00+00:00,14.833333333333334,10.0,21.0,15.0,13.71186440677966
2020-11-02 14:00:00+00:00,13.71186440677966,7.0,21.0,0.0,7.533333333333333
2020-11-02 15:00:00+00:00,7.533333333333333,4.0,11.0,2.0,7.183333333333334
2020-11-02 16:00:00+00:00,7.183333333333334,4.0,10.0,30.0,7.15
2020-11-02 17:00:00+00:00,7.15,3.0,14.0,269.0,9.85
2020-11-02 18:00:00+00:00,9.85,6.0,13.0,352.0,13.583333333333334
