time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2021-01-01 00:00:00+00:00,14.583333333333334,12.0,17.0,244.0,13.216666666666669
2021-01-01 01:00:00+00:00,13.216666666666669,10.0,15.0,240.0,11.316666666666666
2021-01-01 02:00:00+00:00,11.316666666666666,10.0,14.0,229.0,11.75438596491228
2021-01-01 03:00:00+00:00,11.75438596491228,10.0,13.0,221.0,10.966666666666669
2021-01-01 04:00:00+00:00,10.966666666666669,9.0,13.0,218.0,10.9
2021-01-01 05:00:00+00:00,10.9,9.0,13.0,213.0,11.933333333333334
2021-01-01 06:00:00+00:00,11.933333333333334,10.0,14.0,260.0,12.583333333333334
2021-01-01 07:00:00+00:00,12.583333333333334,10.0,15.0,270.0,13.316666666666666
2021-01-01 08:00:00+00:00,13.316666666666666,11.0,16.0,268.0,12.916666666666666
2021-01-01 09:00:00+00:00,12.916666666666666,11.0,15.0,253.0,13.45
2021-01-01 10:00:00+00:00,13.45,12.0,15.0,310.0,13.283333333333331
2021-01-01 11:00:00+00:00,13.283333333333331,11.0,16.0,374.0,12.466666666666669
2021-01-01 12:00:00+00:00,12.466666666666669,10.0,14.0,444.0,12.083333333333334
2021-01-01 13:00:00+00:00,12.083333333333334,10.0,14.0,315.0,12.733333333333333
2021-01-01 14:00:00+00:00,12.733333333333333,11.0,15.0,277.0,12.983333333333333
2021-01-01 15:00:00+00:00,12.983333333333333,11.0,15.0,358.0,12.2
2021-01-01 16:00:00+00:00,12.2,11.0,14.0,364.0,11.85
2021-01-01 17:00:00+00:00,11.85,10.0,13.0,264.0,11.516666666666667
2021-01-01 18:00:00+00:00,11.516666666666667,10.0,14.0,233.0,12.333333333333334
2021-01-01 19:00:00+00:00,12.333333333333334,11.0,14.0,237.0,14.25
2021-01-01 20:00:00+00:00,14.25,12.0,17.0,253.0,16.2
2021-01-01 21:00:00+00:00,16.2,14.0,19.0,322.0,15.566666666666666
2021-01-01 22:00:00+00:00,15.566666666666666,14.0,18.0,390.0,15.983333333333333
2021-01-01 23:00:00+00:00,15.983333333333333,14.0,19.0,355.0,16.65
2021-01-02 00:00:00+00:00,16.65,15.0,19.0,300.0,14.516666666666667
2021-01-02 01:00:00+00:00,14.516666666666667,12.0,17.0,235.0,11.983333333333333
2021-01-02 02:00:00+00:00,11.983333333333333,9.0,14.0,200.0,10.508771929824562
2021-01-02 03:00:00+00:00,10.508771929824562,9.0,12.0,172.0,9.816666666666666
2021-01-02 04:00:00+00:00,9.816666666666666,8.0,12.0,157.0,9.2
2021-01-02 05:00:00+00:00,9.2,7.0,11.0,124.0,7.7
2021-01-02 06:00:00+00:00,7.7,7.0,10.0,108.0,6.75
2021-01-02 07:00:00+00:00,6.75,6.0,9.0,115.0,6.2
2021-01-02 08:00:00+00:00,6.2,5.0,8.0,91.0,5.95
2021-01-02 09:00:00+00:00,5.95,5.0,8.0,63.0,6.416666666666667
2021-01-02 10:00:00+00:00,6.416666666666667,5.0,9.0,58.0,7.666666666666667
2021-01-02 11:00:00+00:00,7.666666666666667,6.0,10.0,59.0,8.733333333333333
2021-01-02 12:00:00+00:00,8.733333333333333,7.0,13.0,72.0,10.583333333333334
2021-01-02 13:00:00+00:00,10.583333333333334,9.0,12.0,55.0,11.566666666666666
2021-01-02 14:00:00+00:00,11.566666666666666,9.0,15.0,13.0,12.666666666666666
2021-01-02 15:00:00+00:00,12.666666666666666,10.0,14.0,59.0,14.133333333333333
2021-01-02 16:00:00+00:00,14.133333333333333,12.0,16.0,53.0,14.983333333333333
2021-01-02 17:00:00+00:00,14.983333333333333,13.0,18.0,74.0,15.416666666666666
2021-01-02 18:00:00+00:00,15.416666666666666,13.0,18.0,63.0,16.216666666666665
2021-01-02 19:00:00+00:00,16.216666666666665,14.0,19.0,40.0,15.833333333333334
2021-01-02 20:00:00+00:00,15.833333333333334,14.0,17.0,31.0,16.85
2021-01-02 21:00:00+00:00,16.85,14.0,19.0,21.0,17.866666666666667
2021-01-02 22:00:00+00:00,17.866666666666667,16.0,20.0,26.0,18.816666666666663
2021-01-02 23:00:00+00:00,18.816666666666663,16.0,21.0,9.0,18.716666666666665
