time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-11-01 00:00:00+00:00,17.4,15.0,20.0,24.0,19.216666666666665
2020-11-01 01:00:00+00:00,19.216666666666665,17.0,21.0,29.0,18.816666666666663
2020-11-01 02:00:00+00:00,18.816666666666663,17.0,21.0,17.0,18.95
2020-11-01 03:00:00+00:00,18.95,17.0,20.0,15.0,17.6
2020-11-01 04:00:00+00:00,17.6,15.0,20.0,15.0,15.6
2020-11-01 05:00:00+00:00,15.6,14.0,17.0,14.0,19.03333333333333
2020-11-01 06:00:00+00:00,19.03333333333333,17.0,22.0,53.0,20.0
2020-11-01 07:00:00+00:00,20.0,17.0,22.0,55.0,17.15
2020-11-01 08:00:00+00:00,17.15,15.0,19.0,38.0,16.983333333333334
2020-11-01 09:00:00+00:00,16.983333333333334,14.0,19.0,40.0,18.616666666666667
2020-11-01 10:00:00+00:00,18.616666666666667,17.0,20.0,43.0,19.183333333333334
2020-11-01 11:00:00+00:00,19.183333333333334,18.0,21.0,37.0,18.683333333333334
2020-11-01 12:00:00+00:00,18.683333333333334,17.0,21.0,42.0,18.266666666666666
2020-11-01 13:00:00+00:00,18.266666666666666,15.0,20.0,51.0,20.28333333333333
2020-11-01 14:00:00+00:00,20.28333333333333,14.0,29.0,61.0,31.6
2020-11-01 15:00:00+00:00,31.6,26.0,37.0,110.0,40.333333333333336
2020-11-01 16:00:00+00:00,40.333333333333336,35.0,47.0,133.0,55.48333333333333
2020-11-01 17:00:00+00:00,55.48333333333333,47.0,66.0,138.0,55.388888888888886
2020-11-01 18:00:00+00:00,55.388888888888886,63.0,75.0,142.0,55.29444444444444
2020-11-01 19:00:00+00:00,55.29444444444444,74.0,88.0,141.0,55.2
2020-11-01 20:00:00+00:00,55.2,85.0,93.0,154.0,55.105555555555554
2020-11-01 21:00:00+00:00,55.105555555555554,91.0,98.0,158.0,55.01111111111111
2020-11-01 22:00:00+00:00,55.01111111111111,92.0,98.0,158.0,54.91666666666666
2020-11-01 23:00:00+00:00,54.91666666666666,88.0,97.0,162.0,54.82222222222222
2020-11-02 00:00:00+00:00,54.82222222222222,69.0,90.0,72.0,54.727777777777774
2020-11-02 01:00:00+00:00,54.727777777777774,58.0,71.0,66.0,54.63333333333333
2020-11-02 02:00:00+00:00,54.63333333333333,49.0,61.0,97.0,49.05
2020-11-02 03:00:00+00:00,49.05,45.0,53.0,111.0,44.1578947368421
2020-11-02 04:00:00+00:00,44.1578947368421,41.0,48.0,117.0,39.38333333333333
2020-11-02 05:00:00+00:00,39.38333333333333,34.0,43.0,0.0,35.45
2020-11-02 06:00:00+00:00,35.45,33.0,38.0,0.0,33.93333333333333
2020-11-02 07:00:00+00:00,33.93333333333333,32.0,36.0,14.0,34.583333333333336
2020-11-02 08:00:00+00:00,34.583333333333336,32.0,38.0,10.0,30.58333333333333
2020-11-02 09:00:00+00:00,30.58333333333333,23.0,38.0,0.0,13.65
2020-11-02 10:00:00+00:00,13.65,7.0,24.0,40.0,7.25
2020-11-02 11:00:00+00:00,7.25,6.0,9.0,0.0,4.85
2020-11-02 12:00:00+00:00,4.85,3.0,8.0,0.0,2.966666666666667
2020-11-02 13:00:00+00:00,2.966666666666667,2.0,4.0,0.0,2.75
2020-11-02 14:00:00+00:00,2.75,2.0,4.0,47.0,2.566666666666667
2020-11-02 15:00:00+00:00,2.566666666666667,2.0,3.0,0.0,3.05
2020-11-02 16:00:00+00:00,3.05,2.0,4.0,117.0,3.0
2020-11-02 17:00:00+00:00,3.0,2.0,4.0,231.0,6.083333333333333
2020-11-02 18:00:00+00:00,6.083333333333333,2.0,10.0,339.0,10.483333333333333
2020-11-02 19:00:00+00:00,10.483333333333333,9.0,12.0,296.0,12.75
2020-11-02 20:00:00+00:00,12.75,10.0,15.0,297.0,14.433333333333334
2020-11-02 21:00:00+00:00,14.433333333333334,12.0,16.0,415.0,11.266666666666667
2020-11-02 22:00:00+00:00,11.266666666666667,8.0,15.0,176.0,7.866666666666666
2020-11-02 23:00:00+00:00,7.866666666666666,6.0,10.0,196.0,7.016666666666667
2020-11-03 00:00:00+00:00,7.016666666666667,6.0,9.0,150.0,4.65
2020-11-03 01:00:00+00:00,4.65,4.0,6.0,115.0,5.2
2020-11-03 02:00:00+00:00,5.2,5.0,7.0,0.0,5.35
2020-11-03 03:00:00+00:00,5.35,4.0,7.0,0.0,4.7368421052631575
2020-11-03 04:00:00+00:00,4.7368421052631575,4.0,6.0,0.0,4.366666666666666
2020-11-03 05:00:00+00:00,4.366666666666666,4.0,5.0,69.0,4.183333333333334
2020-11-03 06:00:00+00:00,4.183333333333334,4.0,5.0,69.0,4.75
2020-11-03 07:00:00+00:00,4.75,4.0,6.0,94.0,4.85
2020-11-03 08:00:00+00:00,4.85,4.0,6.0,287.0,5.433333333333334
2020-11-03 09:00:00+00:00,5.433333333333334,4.0,8.0,218.0,6.066666666666666
2020-11-03 10:00:00+00:00,6.066666666666666,4.0,7.0,497.0,5.783333333333333
2020-11-03 11:00:00+00:00,5.783333333333333,5.0,7.0,379.0,4.7
2020-11-03 12:00:00+00:00,4.7,3.0,7.0,20.0,3.283333333333333
2020-11-03 13:00:00+00:00,3.283333333333333,3.0,4.0,40.0,3.083333333333333
2020-11-03 14:00:00+00:00,3.083333333333333,3.0,4.0,104.0,3.0
2020-11-03 15:00:00+00:00,3.0,2.0,4.0,76.0,1.9833333333333327
2020-11-03 16:00:00+00:00,1.9833333333333327,1.0,3.0,62.0,2.1166666666666667
2020-11-03 17:00:00+00:00,2.1166666666666667,1.0,3.0,100.0,3.466666666666667
2020-11-03 18:00:00+00:00,3.466666666666667,3.0,4.0,157.0,4.6
2020-11-03 19:00:00+00:00,4.6,3.0,7.0,159.0,7.216666666666667
2020-11-03 20:00:00+00:00,7.216666666666667,6.0,9.0,186.0,8.4
2020-11-03 21:00:00+00:00,8.4,7.0,10.0,210.0,9.133333333333333
2020-11-03 22:00:00+00:00,9.133333333333333,8.0,11.0,218.0,9.283333333333331
2020-11-03 23:00:00+00:00,9.283333333333331,8.0,11.0,248.0,10.266666666666667
2020-11-04 00:00:00+00:00,10.266666666666667,9.0,12.0,242.0,10.183333333333334
2020-11-04 01:00:00+00:00,10.183333333333334,9.0,11.0,171.0,10.65
2020-11-04 02:00:00+00:00,10.65,9.0,12.0,146.0,10.966666666666669
2020-11-04 03:00:00+00:00,10.966666666666669,10.0,13.0,165.0,11.473684210526317
2020-11-04 04:00:00+00:00,11.473684210526317,10.0,13.0,184.0,10.75
2020-11-04 05:00:00+00:00,10.75,9.0,13.0,161.0,8.466666666666667
2020-11-04 06:00:00+00:00,8.466666666666667,7.0,10.0,120.0,7.983333333333333
2020-11-04 07:00:00+00:00,7.983333333333333,6.0,9.0,107.0,7.0
2020-11-04 08:00:00+00:00,7.0,5.0,10.0,227.0,6.883333333333334
2020-11-04 09:00:00+00:00,6.883333333333334,5.0,9.0,206.0,5.6
2020-11-04 10:00:00+00:00,5.6,4.0,8.0,419.0,4.766666666666667
2020-11-04 11:00:00+00:00,4.766666666666667,4.0,7.0,272.0,3.5
2020-11-04 12:00:00+00:00,3.5,3.0,5.0,160.0,3.4
2020-11-04 13:00:00+00:00,3.4,3.0,4.0,139.0,5.0
2020-11-04 14:00:00+00:00,5.0,4.0,7.0,0.0,5.683333333333334
2020-11-04 15:00:00+00:00,5.683333333333334,4.0,7.0,78.0,6.883333333333334
2020-11-04 16:00:00+00:00,6.883333333333334,5.0,9.0,272.0,7.35
2020-11-04 17:00:00+00:00,7.35,5.0,11.0,481.0,5.4
