time,in_pm10,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10
2020-06-01 12:00:00+00:00,10.634615384615383,6.0,15.0,0.0,4.683333333333334
2020-06-01 13:00:00+00:00,4.683333333333334,2.0,7.0,0.0,2.816666666666667
2020-06-01 14:00:00+00:00,2.816666666666667,2.0,4.0,1.0,1.8833333333333333
2020-06-01 15:00:00+00:00,1.8833333333333333,1.0,3.0,5.0,3.9
2020-06-01 16:00:00+00:00,3.9,2.0,7.0,27.0,4.533333333333333
2020-06-01 17:00:00+00:00,4.533333333333333,3.0,6.0,41.0,3.3833333333333333
2020-06-01 18:00:00+00:00,3.3833333333333333,2.0,4.0,242.0,3.083333333333333
2020-06-01 19:00:00+00:00,3.083333333333333,2.0,4.0,439.0,3.6666666666666665
2020-06-01 20:00:00+00:00,3.6666666666666665,3.0,6.0,383.0,4.733333333333333
2020-06-01 21:00:00+00:00,4.733333333333333,4.0,7.0,351.0,5.65
2020-06-01 22:00:00+00:00,5.65,4.0,8.0,368.0,7.1
2020-06-01 23:00:00+00:00,7.1,5.0,10.0,374.0,9.152542372881356
2020-06-02 00:00:00+00:00,9.152542372881356,7.0,12.0,0.0,10.916666666666666
2020-06-02 01:00:00+00:00,10.916666666666666,10.0,14.0,2.0,11.116666666666667
2020-06-02 02:00:00+00:00,11.116666666666667,10.0,13.0,4.0,11.083333333333334
2020-06-02 03:00:00+00:00,11.083333333333334,10.0,12.0,10.0,11.15
2020-06-02 04:00:00+00:00,11.15,10.0,14.0,4.0,10.766666666666667
2020-06-02 05:00:00+00:00,10.766666666666667,10.0,12.0,4.0,11.766666666666667
2020-06-02 06:00:00+00:00,11.766666666666667,10.0,15.0,13.0,13.416666666666666
2020-06-02 07:00:00+00:00,13.416666666666666,12.0,15.0,120.0,13.533333333333331
2020-06-02 08:00:00+00:00,13.533333333333331,11.0,15.0,79.0,14.633333333333333
2020-06-02 09:00:00+00:00,14.633333333333333,12.0,21.0,5.0,23.1
2020-06-02 10:00:00+00:00,23.1,20.0,29.0,1.0,24.8
2020-06-02 11:00:00+00:00,24.8,20.0,30.0,4.0,14.648148148148149
2020-06-02 12:00:00+00:00,14.648148148148149,11.0,21.0,2.0,8.5
2020-06-02 13:00:00+00:00,8.5,4.0,12.0,2.0,4.7
2020-06-02 14:00:00+00:00,4.7,3.0,6.0,4.0,3.7666666666666666
2020-06-02 15:00:00+00:00,3.7666666666666666,3.0,4.0,3.0,6.116666666666666
2020-06-02 16:00:00+00:00,6.116666666666666,4.0,9.0,2.0,7.333333333333333
2020-06-02 17:00:00+00:00,7.333333333333333,6.0,9.0,47.0,7.383333333333334
2020-06-02 18:00:00+00:00,7.383333333333334,6.0,9.0,110.0,8.316666666666666
2020-06-02 19:00:00+00:00,8.316666666666666,7.0,10.0,152.0,9.166666666666666
2020-06-02 20:00:00+00:00,9.166666666666666,8.0,12.0,113.0,10.366666666666667
2020-06-02 21:00:00+00:00,10.366666666666667,9.0,12.0,102.0,13.916666666666666
2020-06-02 22:00:00+00:00,13.916666666666666,11.0,18.0,97.0,18.65
2020-06-02 23:00:00+00:00,18.65,14.0,24.0,102.0,26.09259259259259
2020-06-03 00:00:00+00:00,26.09259259259259,22.0,29.0,2.0,33.03333333333333
2020-06-03 01:00:00+00:00,33.03333333333333,28.0,38.0,2.0,38.016666666666666
2020-06-03 02:00:00+00:00,38.016666666666666,34.0,41.0,4.0,32.95
2020-06-03 03:00:00+00:00,32.95,28.0,39.0,12.0,25.3
2020-06-03 04:00:00+00:00,25.3,21.0,30.0,13.0,22.65
2020-06-03 05:00:00+00:00,22.65,21.0,25.0,7.0,24.28333333333333
2020-06-03 06:00:00+00:00,24.28333333333333,22.0,27.0,9.0,26.116666666666667
