time,in_co2,in_humi,in_pm10,in_temp,in_voc
2020-06-01 00:00:00+00:00,424.1333333333333,40.8,14.666666666666666,28.026666666666664,8.033333333333333
2020-06-01 01:00:00+00:00,421.51666666666665,41.65,12.216666666666669,27.77833333333333,12.633333333333333
2020-06-01 02:00:00+00:00,419.5254237288136,42.3728813559322,10.440677966101696,27.481355932203392,6.966101694915254
2020-06-01 03:00:00+00:00,417.76666666666665,43.0,9.466666666666669,27.221666666666668,5.466666666666667
2020-06-01 04:00:00+00:00,417.23333333333335,43.75,8.716666666666667,27.055,17.95
2020-06-01 05:00:00+00:00,415.9666666666666,44.1,7.533333333333333,26.84,13.966666666666669
2020-06-01 06:00:00+00:00,415.0833333333333,44.61666666666667,6.2,26.78,12.9
2020-06-01 07:00:00+00:00,416.55,43.35,6.1,27.521666666666665,66.21666666666667
2020-06-01 08:00:00+00:00,415.65,39.95,6.433333333333334,29.62833333333333,92.35
2020-06-01 09:00:00+00:00,415.1833333333333,35.88333333333333,6.1,32.10433333333334,127.7
2020-06-01 10:00:00+00:00,414.8833333333333,34.416666666666664,6.683333333333334,32.82,100.7
2020-06-01 11:00:00+00:00,414.1833333333333,33.46666666666667,6.1,32.550333333333334,64.76666666666667
2020-06-01 12:00:00+00:00,410.53333333333336,33.0,5.833333333333333,31.911166666666663,16.783333333333335
2020-06-01 13:00:00+00:00,412.56666666666666,33.016666666666666,4.483333333333333,31.34333333333333,13.933333333333334
2020-06-01 14:00:00+00:00,413.1694915254237,33.0,2.711864406779661,30.88983050847457,8.05084745762712
2020-06-01 15:00:00+00:00,411.9,32.65,1.4666666666666666,30.636666666666667,5.333333333333333
2020-06-01 16:00:00+00:00,411.03333333333336,32.93333333333333,1.4333333333333331,30.336666666666662,7.133333333333334
2020-06-01 17:00:00+00:00,413.8,33.15,1.9166666666666667,29.851666666666667,31.666666666666668
2020-06-01 18:00:00+00:00,417.78333333333336,34.15,2.683333333333333,29.525,133.36666666666667
2020-06-01 19:00:00+00:00,416.48333333333335,35.35,2.6166666666666667,29.098333333333336,221.88333333333333
2020-06-01 20:00:00+00:00,415.25,36.55,2.6333333333333333,28.441666666666663,211.05
2020-06-01 21:00:00+00:00,416.3666666666667,37.18333333333333,3.333333333333333,27.97,193.5833333333333
2020-06-01 22:00:00+00:00,419.1666666666667,38.23333333333333,3.783333333333333,27.515,188.13333333333333
2020-06-01 23:00:00+00:00,423.45,39.2,5.2,27.10333333333333,184.55
2020-06-02 00:00:00+00:00,427.98333333333335,40.0,7.6,26.795,170.41666666666666
2020-06-02 01:00:00+00:00,430.7,40.61666666666667,9.3,26.491666666666667,151.51666666666668
2020-06-02 02:00:00+00:00,436.1864406779661,41.0,10.59322033898305,26.23050847457627,34.50847457627118
2020-06-02 03:00:00+00:00,438.6833333333333,41.0,10.466666666666669,25.99833333333333,4.416666666666667
2020-06-02 04:00:00+00:00,439.8833333333333,41.48333333333333,9.916666666666666,25.78166666666667,7.2
2020-06-02 05:00:00+00:00,440.55,42.0,9.916666666666666,25.55,13.466666666666669
2020-06-02 06:00:00+00:00,448.8666666666667,42.0,12.133333333333333,25.406666666666663,11.7
2020-06-02 07:00:00+00:00,455.5833333333333,42.0,12.083333333333334,25.42833333333333,48.31666666666667
2020-06-02 08:00:00+00:00,459.06666666666666,42.0,12.4,25.433333333333334,31.0
2020-06-02 09:00:00+00:00,460.6166666666667,42.0,12.316666666666666,25.676666666666662,47.66666666666666
2020-06-02 10:00:00+00:00,467.1833333333333,41.21666666666667,11.483333333333333,25.88833333333333,134.11666666666667
2020-06-02 11:00:00+00:00,471.2166666666666,41.81666666666667,15.383333333333333,25.793333333333333,263.56666666666666
2020-06-02 12:00:00+00:00,460.01666666666665,41.91666666666666,17.85,25.58,362.1833333333333
2020-06-02 13:00:00+00:00,442.3833333333333,39.06666666666667,9.266666666666667,26.10833333333333,207.53333333333333
2020-06-02 14:00:00+00:00,426.0,36.45762711864407,6.3559322033898304,27.005084745762712,30.64406779661017
2020-06-02 15:00:00+00:00,419.48333333333335,35.2,5.933333333333334,27.60333333333333,8.933333333333334
2020-06-02 16:00:00+00:00,420.51666666666665,36.45,7.95,27.59333333333333,16.2
2020-06-02 17:00:00+00:00,421.1666666666667,37.28333333333333,8.433333333333334,27.295,40.68333333333333
2020-06-02 18:00:00+00:00,430.8833333333333,38.06666666666667,7.983333333333333,27.016666666666666,130.1
2020-06-02 19:00:00+00:00,436.9666666666666,39.0,7.833333333333333,26.826666666666664,197.71666666666667
2020-06-02 20:00:00+00:00,431.55,39.31666666666667,7.816666666666666,26.65333333333333,219.78333333333333
2020-06-02 21:00:00+00:00,427.8,40.4,9.383333333333333,26.466666666666665,207.28333333333333
2020-06-02 22:00:00+00:00,423.98333333333335,41.6,9.816666666666666,26.155,178.23333333333332
2020-06-02 23:00:00+00:00,424.7,42.23333333333333,10.816666666666666,25.96333333333333,178.75
2020-06-03 00:00:00+00:00,424.9666666666666,43.0,13.65,25.836666666666662,182.41666666666663
2020-06-03 01:00:00+00:00,425.15,43.88333333333333,18.0,25.726666666666667,189.96666666666667
2020-06-03 02:00:00+00:00,426.7627118644068,44.52542372881356,20.79661016949153,25.59322033898305,46.3728813559322
2020-06-03 03:00:00+00:00,427.01666666666665,45.0,21.816666666666663,25.5,5.7
2020-06-03 04:00:00+00:00,427.01666666666665,45.96666666666667,21.416666666666668,25.406666666666663,8.316666666666666
2020-06-03 05:00:00+00:00,427.6333333333333,46.38333333333333,20.9,25.30166666666667,16.85
