time,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10,in_pm10_Seasonal_Trend
2020-06-01 00:00:00+00:00,11.0,14.0,32.0,9.9,11.164439631841647
2020-06-01 01:00:00+00:00,9.0,12.0,23.0,8.866666666666667,10.259975768509198
2020-06-01 02:00:00+00:00,8.0,10.0,11.0,8.25,9.445058025629688
2020-06-01 03:00:00+00:00,7.0,10.0,7.0,7.283333333333333,8.59262152895085
2020-06-01 04:00:00+00:00,7.0,8.0,3.0,6.75,7.7062083018879415
2020-06-01 05:00:00+00:00,6.0,8.0,10.0,6.083333333333333,7.16311092341071
2020-06-01 06:00:00+00:00,6.0,7.0,32.0,6.576271186440678,6.885898168438236
2020-06-01 07:00:00+00:00,5.0,8.0,0.0,6.966666666666667,6.777070785998229
2020-06-01 08:00:00+00:00,6.0,9.0,1.0,6.716666666666667,6.487901515079015
2020-06-01 09:00:00+00:00,5.0,9.0,14.0,6.85,6.469230745565122
2020-06-01 10:00:00+00:00,4.0,9.0,0.0,5.533333333333333,6.303517412728089
2020-06-01 11:00:00+00:00,4.0,8.0,3.0,6.266666666666667,5.91436003715832
2020-06-01 12:00:00+00:00,4.0,8.0,2.0,4.833333333333333,5.218881706300137
2020-06-01 13:00:00+00:00,3.0,8.0,0.0,4.0,4.817859427518139
2020-06-01 14:00:00+00:00,3.0,6.0,12.0,2.966666666666667,4.501889187935275
2020-06-01 15:00:00+00:00,2.0,5.0,38.0,3.7,4.269862774158917
2020-06-01 16:00:00+00:00,1.0,6.0,35.0,4.0,4.0422522023089975
2020-06-01 17:00:00+00:00,2.0,6.0,57.0,4.183333333333334,4.019396012329107
2020-06-01 18:00:00+00:00,2.0,6.0,114.0,4.320754716981132,4.248277377679435
2020-06-01 19:00:00+00:00,2.0,6.0,1.0,4.583333333333333,4.638513332535537
2020-06-01 20:00:00+00:00,2.0,6.0,0.0,5.75,5.2493958156583
2020-06-01 21:00:00+00:00,4.0,7.0,2.0,6.566666666666666,6.031044623694484
2020-06-01 22:00:00+00:00,5.0,8.0,9.0,7.766666666666667,6.906161067060984
2020-06-01 23:00:00+00:00,6.0,9.0,8.0,8.833333333333334,8.032144385597407
2020-06-02 00:00:00+00:00,7.0,11.0,22.0,10.583333333333334,8.997383433712756
2020-06-02 01:00:00+00:00,9.0,13.0,3.0,11.85,9.754836227634511
2020-06-02 02:00:00+00:00,10.0,14.0,3.0,11.25,10.416500753919184
2020-06-02 03:00:00+00:00,10.0,14.0,2.0,11.2,11.253573713232424
2020-06-02 04:00:00+00:00,9.0,13.0,3.0,12.066666666666666,11.833446895764167
2020-06-02 05:00:00+00:00,9.0,15.0,3.0,13.416666666666666,12.31808714865448
2020-06-02 06:00:00+00:00,11.0,16.0,16.0,12.254237288135592,13.358940188664397
2020-06-02 07:00:00+00:00,10.0,14.0,0.0,14.25,14.30036971297022
2020-06-02 08:00:00+00:00,12.0,17.0,2.0,18.78333333333333,15.122108221177688
2020-06-02 09:00:00+00:00,13.0,24.0,1.0,17.75,15.481391795081413
2020-06-02 10:00:00+00:00,15.0,20.0,63.0,17.1,14.858940944870842
2020-06-02 11:00:00+00:00,13.0,21.0,50.0,15.45,14.263793949840036
2020-06-02 12:00:00+00:00,11.0,18.0,132.0,8.85,13.343672297968443
2020-06-02 13:00:00+00:00,5.0,12.0,27.0,7.45,11.872620576073597
2020-06-02 14:00:00+00:00,5.0,10.0,23.0,8.083333333333334,10.673573909903231
2020-06-02 15:00:00+00:00,5.0,10.0,6.0,8.133333333333333,9.735788608586892
2020-06-02 16:00:00+00:00,5.0,10.0,64.0,9.266666666666667,8.78716257797084
2020-06-02 17:00:00+00:00,7.0,11.0,71.0,10.683333333333334,8.809949822998366
2020-06-02 18:00:00+00:00,9.0,13.0,97.0,9.677966101694915,9.315408154844071
2020-06-02 19:00:00+00:00,7.0,11.0,0.0,8.8,10.007191264877239
2020-06-02 20:00:00+00:00,7.0,11.0,1.0,10.35,11.378996685839537
2020-06-02 21:00:00+00:00,8.0,13.0,4.0,13.2,13.482330972050121
2020-06-02 22:00:00+00:00,10.0,17.0,2.0,17.383333333333333,15.704069480257592
2020-06-02 23:00:00+00:00,14.0,22.0,4.0,23.9,18.604595992014424
2020-06-03 00:00:00+00:00,20.0,28.0,4.0,26.383333333333333,21.401192760851472
2020-06-03 01:00:00+00:00,24.0,29.0,23.0,30.85,23.854270140316228
2020-06-03 02:00:00+00:00,27.0,35.0,23.0,28.166666666666668,25.588910393206536
2020-06-03 03:00:00+00:00,26.0,30.0,31.0,26.883333333333333,26.836906290359305
2020-06-03 04:00:00+00:00,25.0,29.0,35.0,25.616666666666667,27.067439930887893
2020-06-03 05:00:00+00:00,22.0,27.0,39.0,25.766666666666666,26.543940343857265
2020-06-03 06:00:00+00:00,23.0,28.0,52.0,25.42372881355932,25.4627477272848
2020-06-03 07:00:00+00:00,23.0,27.0,0.0,22.866666666666667,25.36886830564566
2020-06-03 08:00:00+00:00,19.0,25.0,0.0,24.15,25.712421875586603
2020-06-03 09:00:00+00:00,22.0,26.0,4.0,27.3,27.45182403323882
2020-06-03 10:00:00+00:00,23.0,33.0,11.0,28.65,29.506962787534444
2020-06-03 11:00:00+00:00,25.0,33.0,40.0,38.06666666666667,31.21643105276037
2020-06-03 12:00:00+00:00,29.0,46.0,28.0,39.8,33.74055051334879
2020-06-03 13:00:00+00:00,33.0,47.0,74.0,37.3,36.130786468204896
2020-06-03 14:00:00+00:00,34.0,41.0,106.0,40.68333333333333,37.13452609418481
2020-06-03 15:00:00+00:00,33.0,48.0,106.0,41.75,36.94474633079242
2020-06-03 16:00:00+00:00,37.0,46.0,94.0,34.11666666666667,34.48685228182639
2020-06-03 17:00:00+00:00,30.0,39.0,116.0,26.683333333333334,32.24437198850297
2020-06-03 18:00:00+00:00,20.0,34.0,78.0,21.135593220338983,30.052468179475465
2020-06-03 19:00:00+00:00,19.0,24.0,0.0,23.75,27.009920973397218
2020-06-03 20:00:00+00:00,21.0,27.0,0.0,21.866666666666667,23.50729978539618
2020-06-03 21:00:00+00:00,18.0,25.0,1.0,19.53333333333333,21.680087030423707
2020-06-03 22:00:00+00:00,17.0,22.0,5.0,18.1,21.428402505126556
2020-06-03 23:00:00+00:00,16.0,21.0,10.0,21.116666666666667,22.09367229796844
2020-06-04 00:00:00+00:00,17.0,25.0,3.0,24.28333333333333,22.570239623692643
2020-06-04 01:00:00+00:00,20.0,29.0,6.0,26.066666666666663,23.311669147998465
2020-06-04 02:00:00+00:00,24.0,30.0,3.0,26.73333333333333,23.831026703824982
2020-06-04 03:00:00+00:00,25.0,32.0,25.0,26.966666666666665,24.433167420585846
2020-06-04 04:00:00+00:00,24.0,29.0,34.0,23.316666666666663,24.936996893825413
2020-06-04 05:00:00+00:00,21.0,26.0,66.0,23.183333333333334,24.83055046376636
2020-06-04 06:00:00+00:00,21.0,25.0,76.0,24.433962264150946,24.30090500237096
2020-06-04 07:00:00+00:00,21.0,27.0,2.0,22.9,24.501281851904682
2020-06-04 08:00:00+00:00,20.0,26.0,2.0,22.633333333333333,25.704616138115266
2020-06-04 09:00:00+00:00,19.0,27.0,1.0,27.78333333333333,28.426354646322736
2020-06-04 10:00:00+00:00,23.0,35.0,27.0,35.3,30.757066791655028
2020-06-04 11:00:00+00:00,29.0,42.0,26.0,42.516666666666666,32.13690704656575
2020-06-04 12:00:00+00:00,33.0,50.0,2.0,40.36666666666667,33.10665109269717
2020-06-04 13:00:00+00:00,34.0,46.0,25.0,33.88333333333333,33.3960532503494
2020-06-04 14:00:00+00:00,30.0,39.0,17.0,29.05,32.86309676654979
2020-06-04 15:00:00+00:00,25.0,34.0,6.0,24.933333333333334,30.890240576569894
2020-06-04 16:00:00+00:00,23.0,27.0,51.0,23.7,27.66456181278382
2020-06-04 17:00:00+00:00,21.0,26.0,31.0,21.4,24.714321577163734
2020-06-04 18:00:00+00:00,19.0,24.0,25.0,20.084745762711865,23.1752040602865
2020-06-04 19:00:00+00:00,17.0,22.0,0.0,20.58333333333333,22.356852868322683
2020-06-04 20:00:00+00:00,17.0,25.0,1.0,22.9,21.45577883549871
2020-06-04 21:00:00+00:00,20.0,26.0,2.0,22.683333333333334,20.537108065984814
2020-06-04 22:00:00+00:00,19.0,26.0,2.0,18.9,19.9404423521954
2020-06-04 23:00:00+00:00,15.0,22.0,4.0,16.916666666666668,19.64769337049165
2020-06-05 00:00:00+00:00,15.0,19.0,4.0,17.133333333333333,19.542691230109657
2020-06-05 01:00:00+00:00,15.0,20.0,14.0,18.183333333333334,19.865478475137184
2020-06-05 02:00:00+00:00,15.0,21.0,13.0,20.716666666666665,20.885222521268606
2020-06-05 03:00:00+00:00,18.0,24.0,2.0,24.95,22.78176753606368
2020-06-05 04:00:00+00:00,21.0,30.0,3.0,29.183333333333334,24.92637360270798
2020-06-05 05:00:00+00:00,25.0,34.0,11.0,32.45,27.48446979368047
2020-06-05 06:00:00+00:00,30.0,35.0,7.0,31.57627118644068,30.127636873316515
2020-06-05 07:00:00+00:00,29.0,34.0,0.0,34.95,32.81311092341071
2020-06-05 08:00:00+00:00,31.0,39.0,2.0,36.833333333333336,35.49066007320014
2020-06-05 09:00:00+00:00,33.0,43.0,33.0,40.38333333333333,37.86516602409346
2020-06-05 10:00:00+00:00,36.0,46.0,40.0,43.48333333333333,38.54266341984092
2020-06-05 11:00:00+00:00,38.0,50.0,10.0,45.16666666666666,38.19643009988312
2020-06-05 12:00:00+00:00,38.0,55.0,2.0,37.46666666666667,37.895002481331794
2020-06-05 13:00:00+00:00,32.0,43.0,1.0,28.8,38.15082620257185
2020-06-05 14:00:00+00:00,22.0,36.0,0.0,32.75,38.05822143493206
2020-06-05 15:00:00+00:00,26.0,39.0,90.0,38.77192982456141,37.58577058472149
2020-06-05 16:00:00+00:00,32.0,44.0,249.0,40.60344827586207,36.29478016757607
2020-06-05 17:00:00+00:00,37.0,46.0,338.0,39.96666666666667,35.77465851570448
2020-06-05 18:00:00+00:00,34.0,46.0,312.0,35.49152542372882,36.67027346047631
2020-06-05 19:00:00+00:00,31.0,38.0,0.0,34.1,36.49741727049641
2020-06-05 20:00:00+00:00,31.0,38.0,1.0,34.71666666666667,35.068403899004636
2020-06-05 21:00:00+00:00,32.0,38.0,1.0,31.45,33.067671052547105
2020-06-05 22:00:00+00:00,27.0,36.0,17.0,28.916666666666668,31.059505916622253
2020-06-05 23:00:00+00:00,26.0,31.0,28.0,27.466666666666665,29.94950823555432
2020-06-06 00:00:00+00:00,25.0,30.0,18.0,25.7,29.019862774158916
2020-06-06 01:00:00+00:00,22.0,29.0,29.0,27.08333333333333,28.125001528454543
2020-06-06 02:00:00+00:00,25.0,30.0,26.0,27.866666666666667,27.56166914799847
2020-06-06 03:00:00+00:00,26.0,31.0,26.0,28.1,27.661979084777368
2020-06-06 04:00:00+00:00,26.0,31.0,22.0,27.416666666666668,28.13712222284574
2020-06-06 05:00:00+00:00,26.0,30.0,28.0,29.766666666666666,29.221814229778026
2020-06-06 06:00:00+00:00,27.0,32.0,24.0,31.661016949152543,30.56298684733802
2020-06-06 07:00:00+00:00,28.0,34.0,0.0,33.083333333333336,31.292865195466426
2020-06-06 08:00:00+00:00,29.0,40.0,1.0,35.833333333333336,33.567051568809674
2020-06-06 09:00:00+00:00,31.0,41.0,0.0,33.25,37.084671569305975
2020-06-06 10:00:00+00:00,28.0,38.0,25.0,43.66666666666666,39.282600553703915
2020-06-06 11:00:00+00:00,31.0,58.0,0.0,51.95,40.23316742058585
2020-06-06 12:00:00+00:00,48.0,56.0,0.0,45.3,40.93214514180385
2020-06-06 13:00:00+00:00,40.0,52.0,21.0,39.18333333333333,42.22331775936384
2020-06-06 14:00:00+00:00,33.0,44.0,82.0,37.766666666666666,44.13652944082558
2020-06-06 15:00:00+00:00,32.0,45.0,134.0,44.23333333333333,44.9821443855974
2020-06-06 16:00:00+00:00,39.0,50.0,229.0,46.91666666666666,44.559046064866905
2020-06-06 17:00:00+00:00,42.0,53.0,231.0,49.23333333333333,44.937927430217236
2020-06-06 18:00:00+00:00,44.0,57.0,221.0,48.898305084745765,45.72816338507334
2020-06-06 19:00:00+00:00,43.0,53.0,0.0,48.1,46.51523634438657
2020-06-06 20:00:00+00:00,45.0,52.0,2.0,45.583333333333336,46.11831372385133
2020-06-06 21:00:00+00:00,42.0,49.0,14.0,43.06666666666667,43.872001595789264
2020-06-06 22:00:00+00:00,39.0,47.0,32.0,40.81666666666667,40.46285463579918
2020-06-06 23:00:00+00:00,36.0,44.0,33.0,31.466666666666665,36.57833581466513
2020-06-07 00:00:00+00:00,25.0,38.0,2.0,25.016666666666666,32.42864575144403
2020-06-07 01:00:00+00:00,22.0,28.0,3.0,21.616666666666667,28.27364361106204
2020-06-07 02:00:00+00:00,19.0,25.0,4.0,19.2,24.615478475137188
2020-06-07 03:00:00+00:00,16.0,21.0,13.0,17.366666666666667,21.3256987117448
2020-06-07 04:00:00+00:00,15.0,19.0,4.0,17.25,20.05763517125335
2020-06-07 05:00:00+00:00,15.0,20.0,3.0,17.15,20.82467868745374
2020-06-07 06:00:00+00:00,14.0,21.0,3.0,22.864406779661017,22.01848916414052
2020-06-07 07:00:00+00:00,18.0,28.0,0.0,30.03333333333333,22.94498957710989
2020-06-07 08:00:00+00:00,26.0,33.0,2.0,29.883333333333333,23.50189219863266
2020-06-07 09:00:00+00:00,26.0,34.0,24.0,25.83333333333333,24.134203253183998
2020-06-07 10:00:00+00:00,23.0,29.0,10.0,22.133333333333333,24.487280632648755
2020-06-07 11:00:00+00:00,19.0,24.0,7.0,21.466666666666665,23.6008151551113
2020-06-07 12:00:00+00:00,19.0,23.0,0.0,18.98333333333333,21.76071581416883
2020-06-07 13:00:00+00:00,16.0,22.0,11.0,16.933333333333334,20.211669147998467
2020-06-07 14:00:00+00:00,14.0,19.0,60.0,16.8,19.973883846682128
2020-06-07 15:00:00+00:00,14.0,19.0,92.0,18.95,20.456976944395375
2020-06-07 16:00:00+00:00,15.0,26.0,123.0,24.316666666666663,21.24832754696931
2020-06-07 17:00:00+00:00,20.0,30.0,111.0,26.383333333333333,22.67759540262454
2020-06-07 18:00:00+00:00,24.0,30.0,128.0,26.79661016949153,24.233664226943425
