time,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10,in_pm10_Seasonal_Trend
2020-06-01 00:00:00+00:00,26.0,33.0,42.0,22.28333333333333,25.763824121754205
2020-06-01 01:00:00+00:00,18.0,27.0,16.0,18.7,23.65581242174054
2020-06-01 02:00:00+00:00,17.0,20.0,24.0,20.1,21.87819360520567
2020-06-01 03:00:00+00:00,19.0,21.0,26.0,17.983333333333334,19.96421788269608
2020-06-01 04:00:00+00:00,16.0,22.0,21.0,16.266666666666666,18.150023909719657
2020-06-01 05:00:00+00:00,14.0,18.0,14.0,14.45,18.233636165873637
2020-06-01 06:00:00+00:00,13.0,17.0,14.0,17.25,18.83072449995122
2020-06-01 07:00:00+00:00,13.0,23.0,0.0,22.966666666666665,19.36406625250484
2020-06-01 08:00:00+00:00,19.0,26.0,2.0,24.10169491525424,18.84653074296736
2020-06-01 09:00:00+00:00,22.0,26.0,0.0,20.95,18.823673831194387
2020-06-01 10:00:00+00:00,17.0,26.0,2.0,16.183333333333334,18.331126680113353
2020-06-01 11:00:00+00:00,13.0,20.0,4.0,15.616666666666667,16.885980326184544
2020-06-01 12:00:00+00:00,14.0,18.0,40.0,11.466666666666669,14.200544963290909
2020-06-01 13:00:00+00:00,8.0,17.0,0.0,6.9,11.40905379777204
2020-06-01 14:00:00+00:00,4.0,12.0,0.0,4.266666666666667,9.716205074135189
2020-06-01 15:00:00+00:00,3.0,6.0,35.0,5.783333333333333,8.134383850311993
2020-06-01 16:00:00+00:00,4.0,7.0,65.0,6.216666666666667,7.202003129015212
2020-06-01 17:00:00+00:00,4.0,8.0,68.0,6.933333333333334,6.778503596981794
2020-06-01 18:00:00+00:00,5.0,9.0,166.0,8.6,7.341952884699476
2020-06-01 19:00:00+00:00,6.0,10.0,221.0,8.966666666666667,8.856517521805841
2020-06-01 20:00:00+00:00,6.0,11.0,228.0,10.610169491525424,11.110506582275674
2020-06-01 21:00:00+00:00,9.0,12.0,0.0,14.966666666666669,14.667657858638819
2020-06-01 22:00:00+00:00,11.0,21.0,2.0,22.78333333333333,17.77631282529181
2020-06-01 23:00:00+00:00,19.0,27.0,23.0,28.23333333333333,20.50345591351884
2020-06-02 00:00:00+00:00,25.0,32.0,26.0,30.516666666666666,22.541861143390186
2020-06-02 01:00:00+00:00,29.0,33.0,2.0,27.2,24.461928671624413
2020-06-02 02:00:00+00:00,24.0,30.0,2.0,23.7,25.881255213492683
2020-06-02 03:00:00+00:00,21.0,27.0,6.0,23.816666666666663,25.990006178724425
2020-06-02 04:00:00+00:00,21.0,27.0,5.0,25.0,26.05191935984947
2020-06-02 05:00:00+00:00,23.0,27.0,19.0,24.766666666666666,25.277240993169134
2020-06-02 06:00:00+00:00,23.0,27.0,40.0,25.78333333333333,25.25571580052449
2020-06-02 07:00:00+00:00,23.0,29.0,43.0,26.916666666666668,25.503644839919644
2020-06-02 08:00:00+00:00,23.0,32.0,23.0,26.559322033898304,26.0204032478956
2020-06-02 09:00:00+00:00,25.0,30.0,0.0,25.9,26.032586932621015
2020-06-02 10:00:00+00:00,23.0,31.0,1.0,27.2,24.324671231186084
2020-06-02 11:00:00+00:00,24.0,32.0,1.0,25.183333333333334,22.3032510789778
2020-06-02 12:00:00+00:00,22.0,28.0,1.0,14.033333333333331,19.740477474202226
2020-06-02 13:00:00+00:00,6.0,25.0,0.0,8.75,18.354384081396166
2020-06-02 14:00:00+00:00,7.0,11.0,0.0,10.8,17.166598835077032
2020-06-02 15:00:00+00:00,8.0,15.0,244.0,16.366666666666667,15.978595338291083
2020-06-02 16:00:00+00:00,13.0,19.0,235.0,18.05,15.231255213492688
2020-06-02 17:00:00+00:00,16.0,22.0,282.0,18.65,15.911434750152996
2020-06-02 18:00:00+00:00,16.0,21.0,507.0,20.05,18.525728883659
2020-06-02 19:00:00+00:00,18.0,22.0,561.0,20.016666666666666,21.010574326502468
2020-06-02 20:00:00+00:00,18.0,21.0,552.0,24.166666666666668,24.449622176634257
2020-06-02 21:00:00+00:00,21.0,28.0,4.0,30.016666666666666,29.364217882696074
2020-06-02 22:00:00+00:00,25.0,36.0,1.0,39.95,34.37561914781489
2020-06-02 23:00:00+00:00,33.0,48.0,21.0,52.91666666666666,39.22232664206411
2020-06-03 00:00:00+00:00,45.0,61.0,38.0,53.49583333333332,43.995958559676794
2020-06-03 01:00:00+00:00,60.0,76.0,52.0,54.07499999999999,48.84596697889709
2020-06-03 02:00:00+00:00,70.0,79.0,49.0,54.65416666666666,52.149860040788184
2020-06-03 03:00:00+00:00,58.0,72.0,52.0,55.23333333333333,53.69366979568186
2020-06-03 04:00:00+00:00,52.0,58.0,37.0,54.96666666666667,52.84874169221988
2020-06-03 05:00:00+00:00,52.0,60.0,36.0,50.266666666666666,52.18276200495774
2020-06-03 06:00:00+00:00,46.0,54.0,31.0,47.46666666666667,51.19772346746094
2020-06-03 07:00:00+00:00,44.0,51.0,77.0,48.6,50.89873633745457
2020-06-03 08:00:00+00:00,43.0,53.0,67.0,47.27777777777778,52.048744756674864
2020-06-03 09:00:00+00:00,44.0,52.0,0.0,53.78333333333333,52.29787591380405
2020-06-03 10:00:00+00:00,45.0,61.0,0.0,60.4,53.28216185917394
2020-06-03 11:00:00+00:00,55.0,64.0,50.0,58.53333333333333,54.26342423190243
2020-06-03 12:00:00+00:00,58.0,74.0,97.0,56.66666666666666,54.91589692559267
2020-06-03 13:00:00+00:00,72.0,85.0,95.0,54.8,55.44315997539745
2020-06-03 14:00:00+00:00,67.0,86.0,207.0,52.93333333333334,54.61381570253394
2020-06-03 15:00:00+00:00,64.0,73.0,237.0,51.06666666666667,53.15906221699233
2020-06-03 16:00:00+00:00,65.0,80.0,179.0,49.2,49.634383850311984
2020-06-03 17:00:00+00:00,56.0,70.0,144.0,47.333333333333336,48.12105074806283
2020-06-03 18:00:00+00:00,35.0,56.0,6.0,35.68333333333333,46.344766712397444
2020-06-03 19:00:00+00:00,30.0,42.0,0.0,45.583333333333336,44.18295369180198
2020-06-03 20:00:00+00:00,42.0,50.0,44.0,42.83050847457627,41.63561356700358
2020-06-03 21:00:00+00:00,39.0,48.0,0.0,37.56666666666667,39.677697865568646
2020-06-03 22:00:00+00:00,34.0,42.0,1.0,33.333333333333336,39.2396110466937
2020-06-03 23:00:00+00:00,30.0,38.0,10.0,36.71666666666667,40.22683744191813
2020-06-04 00:00:00+00:00,32.0,40.0,17.0,41.38333333333333,40.07779005395468
2020-06-04 01:00:00+00:00,39.0,47.0,23.0,44.41666666666666,41.05707502555322
2020-06-04 02:00:00+00:00,41.0,48.0,49.0,44.05,43.01669057638632
2020-06-04 03:00:00+00:00,41.0,47.0,75.0,50.15,45.30982664206411
