time,in_co2,in_humi,in_pm10,in_temp,in_voc
2020-11-01 00:00:00+00:00,513.0,34.0,17.4,22.188333333333333,36.25
2020-11-01 01:00:00+00:00,513.8,34.0,19.216666666666665,22.178333333333335,35.11666666666667
2020-11-01 02:00:00+00:00,511.65,34.916666666666664,18.816666666666666,22.14,24.916666666666668
2020-11-01 03:00:00+00:00,514.35,35.0,18.95,22.1,19.716666666666665
2020-11-01 04:00:00+00:00,513.9666666666667,35.93333333333333,17.6,22.093333333333337,23.583333333333332
2020-11-01 05:00:00+00:00,512.55,37.15,15.6,22.1,27.216666666666665
2020-11-01 06:00:00+00:00,509.8833333333333,39.583333333333336,19.033333333333335,22.005,62.666666666666664
2020-11-01 07:00:00+00:00,508.2,40.833333333333336,20.0,22.0,62.96666666666667
2020-11-01 08:00:00+00:00,504.6666666666667,41.0,17.15,21.998333333333335,47.666666666666664
2020-11-01 09:00:00+00:00,504.8333333333333,41.18333333333333,16.983333333333334,21.996666666666666,47.63333333333333
2020-11-01 10:00:00+00:00,506.73333333333335,42.0,18.616666666666667,21.958333333333332,47.61666666666667
2020-11-01 11:00:00+00:00,506.06666666666666,42.0,19.183333333333334,21.94833333333333,45.733333333333334
2020-11-01 12:00:00+00:00,503.0833333333333,42.233333333333334,18.683333333333334,21.923333333333332,49.0
2020-11-01 13:00:00+00:00,501.3666666666667,43.03333333333333,18.266666666666666,21.9,60.96666666666667
2020-11-01 14:00:00+00:00,505.6,44.0,20.283333333333335,21.9,87.53333333333333
2020-11-01 15:00:00+00:00,513.3833333333333,44.56666666666667,31.6,21.9,127.15
2020-11-01 16:00:00+00:00,518.25,45.0,40.333333333333336,21.9,140.95
2020-11-01 17:00:00+00:00,517.8666666666667,45.28333333333333,55.483333333333334,21.906666666666663,143.16666666666666
2020-11-01 18:00:00+00:00,522.7166666666667,45.03333333333333,69.81666666666666,21.936666666666667,152.13333333333333
2020-11-01 19:00:00+00:00,528.7666666666667,45.016666666666666,81.35,21.9,151.3
2020-11-01 20:00:00+00:00,536.1666666666666,45.0,89.2,21.89333333333333,163.11666666666667
2020-11-01 21:00:00+00:00,537.55,45.0,95.2,21.83833333333333,163.51666666666668
2020-11-01 22:00:00+00:00,542.0333333333333,45.0,95.8,21.805,169.88333333333333
2020-11-01 23:00:00+00:00,549.55,44.916666666666664,92.86666666666666,21.791666666666668,178.93333333333334
2020-11-02 00:00:00+00:00,553.65,43.8,82.0,21.706666666666663,140.6
2020-11-02 01:00:00+00:00,553.2166666666667,42.3,65.0,21.603333333333335,103.73333333333333
2020-11-02 02:00:00+00:00,556.6666666666666,41.63333333333333,54.63333333333333,21.453333333333333,119.85
2020-11-02 03:00:00+00:00,564.2,41.0,49.05,21.389999999999997,117.45
2020-11-02 04:00:00+00:00,576.0175438596491,41.0,44.1578947368421,21.278947368421054,123.85964912280701
2020-11-02 05:00:00+00:00,576.9666666666667,40.13333333333333,39.38333333333333,21.28666666666667,93.33333333333333
2020-11-02 06:00:00+00:00,574.15,38.583333333333336,35.45,21.205,73.83333333333333
2020-11-02 07:00:00+00:00,599.85,38.06666666666667,33.93333333333333,21.141666666666666,86.63333333333334
2020-11-02 08:00:00+00:00,595.6666666666666,34.7,34.583333333333336,21.408333333333335,47.71666666666667
2020-11-02 09:00:00+00:00,660.25,29.3,30.583333333333332,22.936666666666667,710.3
2020-11-02 10:00:00+00:00,995.8833333333333,26.3,13.65,25.413333333333334,439.6
2020-11-02 11:00:00+00:00,974.3,24.35,7.25,25.703333333333333,292.3
2020-11-02 12:00:00+00:00,741.25,22.866666666666667,4.85,25.096666666666668,34.233333333333334
2020-11-02 13:00:00+00:00,596.0333333333333,21.066666666666666,2.966666666666667,24.548333333333336,27.016666666666666
2020-11-02 14:00:00+00:00,567.5666666666667,20.25,2.75,24.305,101.16666666666667
2020-11-02 15:00:00+00:00,535.75,19.55,2.566666666666667,23.978333333333335,36.333333333333336
2020-11-02 16:00:00+00:00,537.6666666666666,20.766666666666666,3.05,23.861666666666668,178.86666666666667
2020-11-02 17:00:00+00:00,547.4666666666667,22.3,3.0,23.79,324.6333333333333
2020-11-02 18:00:00+00:00,551.45,23.833333333333332,6.083333333333333,23.458333333333332,384.5833333333333
2020-11-02 19:00:00+00:00,550.95,25.45,10.483333333333333,23.191666666666666,339.23333333333335
2020-11-02 20:00:00+00:00,548.45,26.816666666666666,12.75,23.02,361.23333333333335
2020-11-02 21:00:00+00:00,552.7166666666667,27.783333333333335,14.433333333333334,22.94833333333333,470.46666666666664
2020-11-02 22:00:00+00:00,536.7333333333333,27.35,11.266666666666667,22.65,266.23333333333335
2020-11-02 23:00:00+00:00,521.25,28.516666666666666,7.866666666666666,22.498333333333335,207.83333333333334
2020-11-03 00:00:00+00:00,514.8166666666667,30.85,7.016666666666667,21.986666666666668,191.75
2020-11-03 01:00:00+00:00,512.4,30.633333333333333,4.65,21.611666666666668,140.3
2020-11-03 02:00:00+00:00,510.2,27.166666666666668,5.2,21.238333333333333,50.95
2020-11-03 03:00:00+00:00,509.95,23.7,5.35,21.015,9.083333333333334
2020-11-03 04:00:00+00:00,509.87719298245617,22.017543859649123,4.7368421052631575,20.852456140350874,44.50877192982456
2020-11-03 05:00:00+00:00,510.21666666666664,22.0,4.366666666666666,20.978333333333335,89.31666666666666
2020-11-03 06:00:00+00:00,513.4833333333333,21.366666666666667,4.183333333333334,20.928333333333335,90.15
2020-11-03 07:00:00+00:00,521.9333333333333,20.75,4.75,21.038333333333334,159.83333333333334
