time,in_co2,in_humi,in_pm10,in_temp,in_voc,Y_pm10
2020-06-01 12:00:00+00:00,470.2586206896552,38.206896551724135,11.689655172413794,30.0,1.8448275862068968,9.066666666666666
2020-06-01 13:00:00+00:00,458.26666666666665,37.91666666666666,9.066666666666666,29.99,3.1333333333333333,7.45
2020-06-01 14:00:00+00:00,452.81666666666666,37.03333333333333,7.45,29.9,4.216666666666667,5.8
2020-06-01 15:00:00+00:00,448.25,37.0,5.8,29.821666666666665,5.4,5.266666666666667
2020-06-01 16:00:00+00:00,444.78333333333336,36.65,5.266666666666667,29.76333333333333,5.3,4.4
2020-06-01 17:00:00+00:00,443.3666666666667,35.86666666666667,4.4,29.60166666666667,9.483333333333333,3.966666666666667
2020-06-01 18:00:00+00:00,447.23333333333335,34.78333333333333,3.966666666666667,29.328333333333333,51.45,8.066666666666666
2020-06-01 19:00:00+00:00,456.4333333333333,33.78333333333333,8.066666666666666,29.105,54.98333333333333,8.3
2020-06-01 20:00:00+00:00,460.4,34.11666666666667,8.3,28.828333333333333,56.28333333333333,8.816666666666666
2020-06-01 21:00:00+00:00,460.95,35.35,8.816666666666666,28.55666666666667,45.71666666666667,9.316666666666666
2020-06-01 22:00:00+00:00,466.8666666666667,36.46666666666667,9.316666666666666,28.36,52.38333333333333,10.425925925925926
2020-06-01 23:00:00+00:00,471.1111111111111,37.31481481481482,10.425925925925926,28.22407407407407,16.666666666666668,12.833333333333334
2020-06-02 00:00:00+00:00,476.1833333333333,38.0,12.833333333333334,28.08333333333333,4.216666666666667,14.55
2020-06-02 01:00:00+00:00,474.7166666666666,38.0,14.55,27.985,7.816666666666666,14.316666666666666
2020-06-02 02:00:00+00:00,476.85,38.0,14.316666666666666,27.89333333333333,8.6,13.95
2020-06-02 03:00:00+00:00,476.6,38.0,13.95,27.805,15.633333333333333,13.583333333333334
2020-06-02 04:00:00+00:00,477.1833333333333,38.0,13.583333333333334,27.76333333333333,19.03333333333333,13.233333333333333
2020-06-02 05:00:00+00:00,483.01666666666665,38.0,13.233333333333333,27.7,18.0,14.316666666666666
2020-06-02 06:00:00+00:00,489.6333333333333,38.11666666666667,14.316666666666666,27.683333333333334,37.95,15.166666666666666
2020-06-02 07:00:00+00:00,495.3333333333333,38.016666666666666,15.166666666666666,27.69,122.66666666666669,17.35
2020-06-02 08:00:00+00:00,499.45,38.0,17.35,27.7,81.85,17.4
2020-06-02 09:00:00+00:00,507.3666666666667,37.2,17.4,27.751666666666665,51.91666666666666,19.33333333333333
2020-06-02 10:00:00+00:00,527.8666666666667,37.61666666666667,19.33333333333333,27.8,40.48333333333333,24.685185185185187
2020-06-02 11:00:00+00:00,513.9074074074074,38.46296296296296,24.685185185185187,27.63148148148148,10.537037037037036,24.416666666666668
2020-06-02 12:00:00+00:00,499.3833333333333,38.516666666666666,24.416666666666668,27.116666666666667,3.3,14.3
2020-06-02 13:00:00+00:00,489.3333333333333,34.583333333333336,14.3,27.196666666666665,9.65,9.75
2020-06-02 14:00:00+00:00,510.2166666666666,33.75,9.75,27.95,157.05,8.266666666666667
2020-06-02 15:00:00+00:00,517.6833333333333,34.0,8.266666666666667,28.438333333333333,280.46666666666664,9.616666666666667
2020-06-02 16:00:00+00:00,522.5666666666667,34.71666666666667,9.616666666666667,28.491666666666667,360.6333333333333,11.716666666666669
2020-06-02 17:00:00+00:00,513.0833333333334,35.6,11.716666666666669,28.348333333333333,341.01666666666665,12.85
2020-06-02 18:00:00+00:00,501.8333333333333,36.38333333333333,12.85,28.195,323.3833333333333,12.85
2020-06-02 19:00:00+00:00,490.9666666666666,37.0,12.85,28.095,366.9,13.333333333333334
2020-06-02 20:00:00+00:00,482.75,37.93333333333333,13.333333333333334,28.0,382.9333333333333,16.616666666666667
2020-06-02 21:00:00+00:00,476.8666666666667,39.45,16.616666666666667,27.87333333333333,339.68333333333334,17.583333333333332
2020-06-02 22:00:00+00:00,475.2,40.36666666666667,17.583333333333332,27.8,398.76666666666665,20.48148148148148
2020-06-02 23:00:00+00:00,472.72222222222223,41.5,20.48148148148148,27.72407407407407,106.94444444444444,23.166666666666668
2020-06-03 00:00:00+00:00,471.5,42.266666666666666,23.166666666666668,27.7,4.45,30.883333333333333
2020-06-03 01:00:00+00:00,471.7166666666666,43.48333333333333,30.883333333333333,27.673333333333336,9.383333333333333,37.5
2020-06-03 02:00:00+00:00,471.8333333333333,44.71666666666667,37.5,27.6,14.016666666666667,36.18333333333333
2020-06-03 03:00:00+00:00,469.76666666666665,45.0,36.18333333333333,27.6,25.58333333333333,30.83333333333333
2020-06-03 04:00:00+00:00,469.06666666666666,45.0,30.83333333333333,27.6,34.6,26.633333333333333
2020-06-03 05:00:00+00:00,465.8,45.93333333333333,26.633333333333333,27.578333333333333,42.35,27.133333333333333
2020-06-03 06:00:00+00:00,466.1,46.35,27.133333333333333,27.58,139.36666666666667,28.5
2020-06-03 07:00:00+00:00,468.48333333333335,47.0,28.5,27.641666666666666,182.03333333333333,26.716666666666665
2020-06-03 08:00:00+00:00,473.53333333333336,45.75,26.716666666666665,28.076666666666664,172.1,35.53333333333333
2020-06-03 09:00:00+00:00,491.3833333333333,45.583333333333336,35.53333333333333,28.465,102.06666666666666,40.53333333333333
2020-06-03 10:00:00+00:00,493.31666666666666,45.6,40.53333333333333,28.703333333333333,43.63333333333333,46.64814814814815
2020-06-03 11:00:00+00:00,487.0925925925926,44.53703703703704,46.64814814814815,29.053703703703704,13.462962962962964,47.14845679012346
2020-06-03 12:00:00+00:00,486.2,43.88333333333333,47.14845679012346,29.355,9.55,47.64876543209877
2020-06-03 13:00:00+00:00,488.23333333333335,42.98333333333333,47.64876543209877,29.835,54.05,48.14907407407408
2020-06-03 14:00:00+00:00,480.73333333333335,42.0,48.14907407407408,29.871666666666663,29.3,48.64938271604938
2020-06-03 15:00:00+00:00,481.3833333333333,42.0,48.64938271604938,29.931666666666665,40.333333333333336,49.14969135802469
2020-06-03 16:00:00+00:00,483.26666666666665,42.31666666666667,49.14969135802469,29.905,31.433333333333334,49.65
2020-06-03 17:00:00+00:00,482.9166666666667,46.266666666666666,49.65,29.563333333333333,11.833333333333334,32.65
2020-06-03 18:00:00+00:00,478.9,47.0,32.65,29.27,55.65,24.0
2020-06-03 19:00:00+00:00,473.73333333333335,47.0,24.0,29.02833333333333,90.76666666666668,28.4
2020-06-03 20:00:00+00:00,473.8666666666667,47.95,28.4,28.74,99.56666666666666,25.816666666666663
2020-06-03 21:00:00+00:00,473.1166666666667,48.0,25.816666666666663,28.548333333333336,128.25,24.1
2020-06-03 22:00:00+00:00,470.81666666666666,48.0,24.1,28.431666666666665,124.23333333333332,25.51851851851852
2020-06-03 23:00:00+00:00,470.4074074074074,48.0,25.51851851851852,28.322222222222223,32.18518518518518,24.4
2020-06-04 00:00:00+00:00,471.53333333333336,48.0,24.4,28.3,4.466666666666667,25.516666666666666
2020-06-04 01:00:00+00:00,472.6166666666667,48.0,25.516666666666666,28.21,9.65,25.73333333333333
2020-06-04 02:00:00+00:00,475.78333333333336,48.0,25.73333333333333,28.2,14.116666666666667,26.28333333333333
2020-06-04 03:00:00+00:00,475.1833333333333,48.766666666666666,26.28333333333333,28.2,22.133333333333333,30.2
2020-06-04 04:00:00+00:00,472.1333333333333,49.66666666666666,30.2,28.135,11.033333333333331,32.71666666666667
2020-06-04 05:00:00+00:00,472.28333333333336,50.0,32.71666666666667,28.1,20.48333333333333,33.38333333333333
