time,in_pm10_min,in_pm10_max,in_voc_min,Y_pm10,in_pm10_Seasonal_Trend
2022-05-01 00:00:00+00:00,39.0,48.0,105.0,41.65,42.403635490821024
2022-05-01 01:00:00+00:00,38.0,46.0,107.0,37.56666666666667,38.24859454868095
2022-05-01 02:00:00+00:00,32.0,44.0,107.0,29.566666666666663,34.05561603349089
2022-05-01 03:00:00+00:00,25.0,36.0,103.0,23.966666666666665,29.87570432105756
2022-05-01 04:00:00+00:00,19.0,29.0,101.0,19.2,26.00255059811594
2022-05-01 05:00:00+00:00,13.0,23.0,95.0,15.5,21.764333794439118
2022-05-01 06:00:00+00:00,13.0,19.0,89.0,13.333333333333334,18.296390610219763
2022-05-01 07:00:00+00:00,10.0,17.0,77.0,13.4,15.62506406224965
2022-05-01 08:00:00+00:00,10.0,17.0,72.0,12.555555555555555,13.763673913760359
2022-05-01 09:00:00+00:00,10.0,15.0,62.0,11.6,12.438155716030614
2022-05-01 10:00:00+00:00,8.0,15.0,58.0,10.966666666666669,11.542370987724231
2022-05-01 11:00:00+00:00,9.0,14.0,56.0,10.216666666666669,11.02239186795721
2022-05-01 12:00:00+00:00,8.0,13.0,56.0,9.433333333333334,9.82465125475658
2022-05-01 13:00:00+00:00,7.0,11.0,57.0,7.75,8.917025530854687
2022-05-01 14:00:00+00:00,6.0,11.0,55.0,6.433333333333334,7.926651363836953
2022-05-01 15:00:00+00:00,4.0,8.0,54.0,5.466666666666667,7.220023120109566
2022-05-01 16:00:00+00:00,3.0,8.0,53.0,5.4,7.0635525414274385
2022-05-01 17:00:00+00:00,4.0,8.0,56.0,6.05,7.255863051216295
2022-05-01 18:00:00+00:00,4.0,8.0,64.0,9.416666666666666,8.28350297906832
2022-05-01 19:00:00+00:00,6.0,13.0,66.0,10.983333333333333,9.345286175391498
2022-05-01 20:00:00+00:00,9.0,14.0,77.0,13.0,11.09321600704516
2022-05-01 21:00:00+00:00,11.0,16.0,93.0,15.283333333333331,13.109984697170285
2022-05-01 22:00:00+00:00,12.0,20.0,97.0,16.966666666666665,15.52478502487147
2022-05-01 23:00:00+00:00,13.0,20.0,100.0,20.25,17.78260016047506
2022-05-02 00:00:00+00:00,17.0,25.0,100.0,22.98333333333333,20.332053527406767
2022-05-02 01:00:00+00:00,18.0,30.0,97.0,25.516666666666666,23.159693455258797
2022-05-02 02:00:00+00:00,22.0,30.0,92.0,29.03333333333333,25.414333794439116
2022-05-02 03:00:00+00:00,25.0,33.0,90.0,30.85,27.750358864188016
2022-05-02 04:00:00+00:00,26.0,36.0,87.0,32.483333333333334,29.795698982884566
