time,in_co2,in_co2_min,in_co2_max,in_humi,in_humi_min,in_humi_max,in_pm10,in_pm10_min,in_pm10_max,in_temp,in_temp_min,in_temp_max,in_voc,in_voc_min,in_voc_max,Y_pm10
2022-05-01 00:00:00+00:00,352.8833333333333,344.0,360.0,37.98333333333333,37.0,38.0,36.516666666666666,34.0,40.0,18.086666666666662,18.0,18.1,112.78333333333332,109.0,115.0,36.66666666666666
2022-05-01 01:00:00+00:00,355.35,348.0,362.0,38.0,38.0,38.0,36.66666666666666,32.0,39.0,18.0,18.0,18.0,116.8,114.0,119.0,33.416666666666664
2022-05-01 02:00:00+00:00,355.96666666666664,348.0,365.0,37.31666666666667,37.0,38.0,33.416666666666664,29.0,39.0,17.928333333333335,17.9,18.0,117.23333333333332,115.0,119.0,27.03333333333333
2022-05-01 03:00:00+00:00,356.9833333333333,346.0,364.0,37.0,37.0,37.0,27.03333333333333,23.0,31.0,17.841666666666665,17.8,17.9,113.33333333333331,111.0,116.0,21.416666666666668
2022-05-01 04:00:00+00:00,358.2,350.0,366.0,36.766666666666666,36.0,37.0,21.416666666666668,18.0,25.0,17.746666666666666,17.7,17.8,110.41666666666669,109.0,111.0,17.016666666666666
2022-05-01 05:00:00+00:00,356.3333333333333,348.0,364.0,36.0,36.0,36.0,17.016666666666666,13.0,20.0,17.7,17.7,17.7,104.98333333333332,102.0,109.0,14.266666666666667
2022-05-01 06:00:00+00:00,354.35,343.0,361.0,36.0,36.0,36.0,14.266666666666667,12.0,16.0,17.723333333333336,17.7,17.8,98.36666666666666,96.0,102.0,12.766666666666667
2022-05-01 07:00:00+00:00,350.8333333333333,341.0,360.0,36.0,36.0,36.0,12.766666666666667,10.0,14.0,17.953333333333333,17.8,18.1,88.18333333333334,78.0,95.0,11.966666666666669
2022-05-01 08:00:00+00:00,349.1333333333333,342.0,355.0,35.0,35.0,35.0,11.966666666666669,10.0,14.0,18.133333333333333,18.1,18.2,68.61666666666666,63.0,77.0,11.9
2022-05-01 09:00:00+00:00,346.0,339.0,352.0,34.81666666666667,34.0,35.0,11.9,11.0,14.0,18.216666666666665,18.2,18.3,57.4,51.0,66.0,11.266666666666667
2022-05-01 10:00:00+00:00,343.7,336.0,352.0,33.983333333333334,33.0,34.0,11.266666666666667,10.0,13.0,18.28333333333333,18.2,18.3,53.05,49.0,56.0,10.716666666666669
2022-05-01 11:00:00+00:00,340.93333333333334,331.0,347.0,32.38333333333333,31.0,33.0,10.716666666666669,9.0,13.0,18.348333333333336,18.3,18.4,56.61666666666667,52.0,62.0,9.983333333333333
2022-05-01 12:00:00+00:00,335.65,328.0,344.0,30.883333333333333,30.0,32.0,9.983333333333333,9.0,13.0,18.4,18.4,18.4,59.516666666666666,53.0,66.0,8.433333333333334
2022-05-01 13:00:00+00:00,332.6666666666667,325.0,341.0,30.433333333333334,30.0,31.0,8.433333333333334,6.0,11.0,18.4,18.4,18.4,63.73333333333333,58.0,72.0,7.116666666666666
2022-05-01 14:00:00+00:00,328.8833333333333,321.0,336.0,30.183333333333334,30.0,31.0,7.116666666666666,5.0,9.0,18.4,18.4,18.4,79.78333333333333,71.0,97.0,5.733333333333333
2022-05-01 15:00:00+00:00,327.9833333333333,316.0,336.0,30.03333333333333,30.0,31.0,5.733333333333333,4.0,8.0,18.4,18.4,18.4,73.41666666666667,67.0,78.0,5.133333333333334
2022-05-01 16:00:00+00:00,327.03333333333336,320.0,336.0,30.066666666666663,30.0,31.0,5.133333333333334,4.0,6.0,18.48333333333333,18.4,18.5,86.5,77.0,97.0,5.3
2022-05-01 17:00:00+00:00,325.85,318.0,332.0,30.28333333333333,30.0,31.0,5.3,4.0,7.0,18.425,18.4,18.5,95.76666666666668,91.0,104.0,6.55
2022-05-01 18:00:00+00:00,328.2333333333333,320.0,339.0,30.816666666666663,30.0,31.0,6.55,5.0,8.0,18.256666666666668,18.1,18.4,83.01666666666667,78.0,94.0,8.183333333333334
2022-05-01 19:00:00+00:00,330.3833333333333,324.0,340.0,31.7,31.0,32.0,8.183333333333334,6.0,10.0,18.061666666666667,18.0,18.1,84.36666666666666,81.0,91.0,9.533333333333331
2022-05-01 20:00:00+00:00,331.6666666666667,323.0,341.0,32.46666666666667,32.0,33.0,9.533333333333331,7.0,12.0,17.995,17.9,18.0,93.96666666666668,90.0,99.0,11.166666666666666
2022-05-01 21:00:00+00:00,332.81666666666666,325.0,341.0,33.233333333333334,33.0,34.0,11.166666666666666,10.0,13.0,17.9,17.9,17.9,103.65,98.0,108.0,12.466666666666669
2022-05-01 22:00:00+00:00,332.4,323.0,340.0,34.0,34.0,34.0,12.466666666666669,11.0,15.0,17.805,17.8,17.9,109.01666666666668,108.0,111.0,13.933333333333334
2022-05-01 23:00:00+00:00,335.68333333333334,327.0,344.0,34.96666666666667,34.0,35.0,13.933333333333334,12.0,16.0,17.728333333333335,17.7,17.8,111.38333333333334,109.0,114.0,17.016666666666666
2022-05-02 00:00:00+00:00,338.1,330.0,345.0,35.5,35.0,36.0,17.016666666666666,13.0,21.0,17.7,17.7,17.7,111.0,109.0,113.0,18.98333333333333
2022-05-02 01:00:00+00:00,340.46666666666664,331.0,348.0,36.0,36.0,36.0,18.98333333333333,17.0,22.0,17.631666666666668,17.6,17.7,109.0,108.0,110.0,21.716666666666665
2022-05-02 02:00:00+00:00,342.8833333333333,335.0,351.0,36.81666666666667,36.0,37.0,21.716666666666665,18.0,26.0,17.578333333333333,17.5,17.6,106.48333333333332,104.0,109.0,23.766666666666666
2022-05-02 03:00:00+00:00,344.56666666666666,333.0,353.0,37.016666666666666,37.0,38.0,23.766666666666666,21.0,26.0,17.516666666666666,17.5,17.6,102.98333333333332,101.0,105.0,25.53333333333333
2022-05-02 04:00:00+00:00,346.71666666666664,339.0,357.0,37.88333333333333,37.0,38.0,25.53333333333333,22.0,29.0,17.453333333333333,17.4,17.5,100.5,99.0,102.0,27.2
2022-05-02 05:00:00+00:00,351.5,342.0,360.0,38.0,38.0,38.0,27.2,24.0,30.0,17.4,17.4,17.4,97.96666666666668,96.0,100.0,28.25
2022-05-02 06:00:00+00:00,358.1166666666667,352.0,367.0,38.0,38.0,38.0,28.25,25.0,31.0,17.4,17.4,17.4,95.7,94.0,97.0,34.55
2022-05-02 07:00:00+00:00,362.3333333333333,352.0,390.0,38.15,38.0,40.0,34.55,27.0,51.0,17.485,17.2,17.6,92.73333333333332,69.0,100.0,42.06111111111111
2022-05-02 08:00:00+00:00,558.9,396.0,740.0,40.9,40.0,43.0,42.06111111111111,45.0,93.0,17.388333333333332,17.2,17.8,50.66666666666666,34.0,69.0,49.57222222222222
2022-05-02 09:00:00+00:00,749.8,435.0,1028.0,40.65,38.0,43.0,49.57222222222222,49.0,93.0,18.085,17.1,18.8,76.1,24.0,133.0,57.083333333333336
2022-05-02 10:00:00+00:00,545.0166666666667,357.0,1097.0,35.96666666666667,32.0,40.0,57.083333333333336,31.0,84.0,16.183333333333334,15.2,17.5,22.366666666666667,2.0,71.0,15.583333333333334
2022-05-02 11:00:00+00:00,550.1166666666667,1098.0,1671.0,35.13333333333333,34.0,36.0,15.583333333333334,10.0,28.0,18.67833333333333,17.6,19.3,443.6666666666667,73.0,669.0,9.783333333333331
2022-05-02 12:00:00+00:00,555.2166666666667,860.0,1740.0,33.233333333333334,30.0,36.0,9.783333333333331,6.0,16.0,19.396666666666665,18.8,19.9,472.475,471.0,6000.0,15.35
